0,1,2,3,4,5,6,7,8,9,10,11
0.21420117,0.21444604,0.0,0.17665891,0.21717612,0.13194813,0.28306493,0.14612041,0.20946187,0.15652236,0.18053924,0.21699747
0.14134312,0.22500524,0.17328183,0.17531888,0.24162436,0.1759305,0.20186658,0.0,0.191377,0.17258097,0.19949566,0.0
0.11944768,0.14085084,0.18797028,0.22731635,0.20275182,0.20969646,0.18425797,0.1528428,0.17932804,0.17737833,0.15780152,0.16115579
0.23056298,0.17467451,0.19544356,0.17516237,0.11097927,0.19590442,0.13918328,0.14736383,0.18564169,0.26893634,0.18028477,0.16275911
0.28132653,0.19309905,0.16618204,0.13466433,0.20188811,0.1962461,0.15474562,0.19239804,0.13400823,0.08275143,0.15240736,0.19848542
0.12422965,0.16303542,0.22010629,0.0,0.0,0.0,0.14799286,0.25141183,0.21129434,0.25294176,0.2405826,0.20415406
0.18009034,0.17753413,0.20778899,0.18317707,0.0,0.15137582,0.0,0.17513847,0.17970708,0.20758437,0.18715759,0.0
0.0,0.29695076,0.0,0.19276586,0.13632469,0.15973686,0.17435816,0.180919,0.20446298,0.14604187,0.15903027,0.16425829
0.17996943,0.13309504,0.0,0.19265403,0.20650497,0.26786026,0.2018632,0.17205526,0.2145388,0.18804328,0.17229389,0.16868743
0.20296043,0.0,0.20605002,0.19986437,0.24191104,0.1578469,0.13038719,0.15995574,0.19699296,0.17584927,0.18267424,0.24355511
0.1756346,0.16547711,0.15963143,0.12604073,0.16804224,0.23716052,0.2081757,0.19119598,0.12909417,0.0,0.15046951,0.1652555
0.22524169,0.18131115,0.20888016,0.216609,0.15654927,0.13713083,0.16751663,0.23184668,0.18631515,0.26669568,0.25948566,0.23361968
0.22769392,0.18391183,0.16184627,0.17622906,0.15497893,0.1643443,0.21674499,0.18735465,0.22288118,0.18824127,0.15349719,0.20390467
0.16617423,0.15760092,0.19794068,0.13499364,0.22880349,0.16008072,0.0,0.19232196,0.20190306,0.20999815,0.17602,0.18166386
0.16383144,0.21863018,0.1968699,0.22376333,0.17931825,0.26958734,0.19827732,0.18730187,0.19972624,0.18188503,0.21962832,0.18527983
