0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.19199213,0.18874224,0.20042226,0.16565259,0.13918743,0.14327072,0.18882303,0.14429843,0.15674432,0.0,0.30264536
0.1748126,0.13877036,0.20270178,0.20102464,0.0,0.19979052,0.0,0.16560693,0.0,0.1550901,0.24904667,0.18432966
0.25187397,0.2405709,0.15765783,0.0,0.18539822,0.24738307,0.17237498,0.16627732,0.14518285,0.15288259,0.17126216,0.12069091
0.13888153,0.13326797,0.0,0.18486269,0.21077853,0.13105409,0.23888434,0.25071293,0.25235197,0.14553271,0.12223079,0.14233983
0.1485509,0.19364546,0.20405345,0.15279336,0.12827888,0.0,0.25743246,0.26186594,0.19253214,0.0,0.18633017,0.2099175
0.13484117,0.2844506,0.0,0.13892353,0.22243348,0.1632478,0.0,0.14365059,0.17092893,0.0,0.21611314,0.095089614
0.18161896,0.1561553,0.08526529,0.18138988,0.20877813,0.0,0.14434575,0.14808428,0.17372869,0.21116307,0.18901023,0.29145253
0.0,0.13487756,0.27715895,0.18532135,0.25232792,0.1991076,0.0,0.15636759,0.15964834,0.15570574,0.20228104,0.16778205
0.23336086,0.0,0.18220228,0.1751685,0.15362993,0.2937973,0.17100778,0.19967236,0.18126196,0.13627476,0.19087063,0.13347277
0.20005056,0.130409,0.19394253,0.0,0.0,0.11399845,0.19993325,0.2014705,0.0,0.17588936,0.12650597,0.2133967
0.2191406,0.13610934,0.17609064,0.19439004,0.19359678,0.17416614,0.2020599,0.21357523,0.16379964,0.22315359,0.18478198,0.14452021
0.1408253,0.2902407,0.20128095,0.0,0.1911239,0.18039797,0.19154595,0.13884787,0.20676307,0.2393883,0.2245855,0.1439405
0.24000378,0.16995542,0.14544839,0.19317509,0.20798515,0.0,0.12512882,0.15507023,0.1926058,0.13950537,0.14531794,0.0
0.20830017,0.13991986,0.20383707,0.19332182,0.23286061,0.17209978,0.0,0.0,0.194454,0.18534768,0.18072762,0.1912708
0.0,0.29090524,0.18875617,0.1617148,0.15095286,0.24057421,0.18045297,0.21978863,0.14621165,0.1679228,0.21914248,0.20762154
0.17498542,0.083980665,0.19569787,0.21701829,0.13459183,0.16324712,0.18343112,0.0,0.207277,0.15579343,0.15655558,0.1956287
0.0,0.16739792,0.20700203,0.14709625,0.17832005,0.1599775,0.17661579,0.18103494,0.17775959,0.21299922,0.12835085,0.2340328
0.15941249,0.29706454,0.16568193,0.1884957,0.19194593,0.15309332,0.21142857,0.1349226,0.195517,0.2042567,0.23191947,0.109433256
0.16655812,0.13636772,0.14393814,0.15659197,0.16497964,0.1346629,0.19287968,0.0,0.0,0.20786768,0.117501125,0.22972135
0.23783402,0.15548742,0.17114957,0.0,0.25039777,0.2770344,0.179678,0.15902986,0.0,0.0,0.22081603,0.17232324
0.17578053,0.25624922,0.15102454,0.14697403,0.0,0.18958129,0.1803046,0.17270465,0.16224219,0.15013464,0.0,0.14582732
0.0,0.098544486,0.0,0.23481674,0.16337854,0.19676176,0.17020454,0.20390601,0.21349655,0.1439865,0.14865328,0.21977328
0.0,0.13982235,0.18051578,0.0,0.17113009,0.13916601,0.20819908,0.2014486,0.19867203,0.24148421,0.15533778,0.21883532
0.17253272,0.3734776,0.157556,0.13136072,0.2001181,0.14636143,0.15082955,0.13273701,0.13722283,0.21332602,0.22609013,0.10546927
0.20810834,0.16405722,0.0,0.17084813,0.18976428,0.16608825,0.1456283,0.17557402,0.19017164,0.19616295,0.0,0.26157057
0.16389006,0.1546104,0.19732209,0.16759467,0.2796973,0.20731874,0.19641033,0.19365513,0.21834955,0.15730494,0.15713222,0.17865857
0.18294013,0.15827076,0.15782127,0.16865997,0.15143035,0.2715679,0.15546769,0.17478947,0.1539754,0.0,0.18336694,0.16807984
0.23771688,0.12087286,0.2660899,0.28373194,0.11897113,0.18060884,0.25457612,0.232907,0.21271974,0.16885005,0.18869093,0.17849754
0.17055546,0.14427316,0.14397587,0.15695535,0.18876356,0.13114636,0.20999382,0.20856671,0.1680563,0.22960068,0.0,0.18028773
0.18299766,0.30117565,0.22400679,0.18629594,0.21637952,0.24651383,0.16769476,0.0996505,0.20227152,0.23628491,0.0,0.0
0.15144448,0.15762605,0.13880378,0.183763,0.19090226,0.1868748,0.18764062,0.20904917,0.14013311,0.17733185,0.15622592,0.0
0.0,0.16694176,0.17169276,0.19356538,0.23975706,0.17456302,0.1447729,0.18439671,0.0,0.15264983,0.20937802,0.15911548
0.23112887,0.25909072,0.0,0.21430737,0.17378873,0.20899394,0.0,0.0,0.20229477,0.19663401,0.21918963,0.20487255
0.13879505,0.082003914,0.21828723,0.17622414,0.101519994,0.16301923,0.22118206,0.19964601,0.21953316,0.11860986,0.1677267,0.14395882
0.19133674,0.0,0.1836368,0.27517763,0.0,0.14425704,0.266683,0.0,0.19192095,0.0,0.12911212,0.18744496
0.21842735,0.25129932,0.24190111,0.0,0.15815085,0.18511312,0.1807016,0.16308792,0.16287486,0.15555884,0.0,0.0
0.13262491,0.16776584,0.22277986,0.17682488,0.20353974,0.16835366,0.17029567,0.2026925,0.23552041,0.16014801,0.13602309,0.17102514
0.18480964,0.13168609,0.1004579,0.21937352,0.14712586,0.15221877,0.1763199,0.21577218,0.15211505,0.20033278,0.21156333,0.0
0.16158679,0.21170369,0.16022182,0.0,0.23891786,0.21513224,0.12916878,0.21504262,0.21299505,0.13842261,0.26341048,0.17352632
0.22232574,0.0,0.20211375,0.18599443,0.1300455,0.24603637,0.18794216,0.12693518,0.15568478,0.25999472,0.18990518,0.20779204
0.13489221,0.20900117,0.22257389,0.24560526,0.18504246,0.11920142,0.18092448,0.18043262,0.22913243,0.19568436,0.0,0.18999724
0.18083973,0.20686524,0.20762895,0.0,0.17062135,0.2395852,0.0,0.18405822,0.20534654,0.14950953,0.17565092,0.21678661
0.16346236,0.0,0.20378844,0.15565087,0.2249566,0.2083159,0.26304972,0.20956312,0.17977588,0.1327458,0.15562397,0.14435852
0.23969728,0.17237233,0.12672675,0.26554188,0.26532847,0.17283435,0.13521025,0.23536178,0.15312436,0.23822443,0.1843143,0.12994428
0.13207763,0.17482209,0.13970152,0.11254005,0.17211841,0.13859212,0.13705155,0.15453443,0.18856256,0.15141745,0.21432959,0.0
0.2601419,0.22174709,0.21069159,0.1733876,0.093043946,0.23258217,0.16639212,0.0,0.15516943,0.0,0.19180231,0.21171162
0.0,0.1394334,0.17188652,0.19581944,0.0,0.16276355,0.16993107,0.2018954,0.22895418,0.0,0.15132792,0.20929927
0.19328718,0.22717673,0.0,0.17719275,0.15174475,0.16601077,0.16224338,0.14544888,0.14628774,0.15454125,0.20995744,0.20905961
0.0,0.13309285,0.0,0.19411153,0.16666158,0.17662863,0.2693277,0.2497137,0.0,0.19148847,0.14614633,0.13975035
0.18119277,0.2032181,0.14695534,0.20066953,0.27290812,0.21854237,0.0,0.15111376,0.18102406,0.18989152,0.17519741,0.14991193
0.18554667,0.21491978,0.13394034,0.16358027,0.18131064,0.17795245,0.16855903,0.18738958,0.2610795,0.14830288,0.2332657,0.20595434
0.23461545,0.19327033,0.21498094,0.1797377,0.12743464,0.2092133,0.13175766,0.1755498,0.0,0.23349248,0.19521634,0.19713566
0.16704124,0.18610325,0.19143702,0.18834217,0.22627437,0.12565336,0.2254976,0.13302286,0.22882259,0.20012,0.18540908,0.0
0.0,0.20017916,0.17181836,0.12647325,0.0,0.1937005,0.2004213,0.15886346,0.16130528,0.0,0.19349518,0.25198522
